id,accessPointType,pickupEnabled,lastChange,name,capacityStatus,latitude,longitude
4504853,ParcelBox,True,2025-05-04T14:54:17.277,PBOX ZLN Na Honech I,Free,49.235786888,17.670313111
4504859,ParcelBox,True,2025-05-03T08:54:18.657,PBOX JVO Palackého nám (COOP),Free,49.632758305,16.7136275
4504861,ParcelBox,True,2025-05-04T15:54:23.907,PBOX BOC Dukelská (HRUŠK716),Free,49.754516388,18.012150805
4504862,ParcelBox,True,2025-05-02T16:54:36.273,PBOX UNC Litovelská (HRUŠK754),Free,49.764677805,17.111496111
4505154,ParcelBox,True,2025-05-04T13:54:16.487,PBOX OLO Lazecká (LIDL),Free,49.602631694,17.25155
4505156,ParcelBox,True,2025-05-03T14:54:31.927,PBOX MHE Olomoucká (SPŠ),Free,49.772884388,16.918184194
4505378,ParcelBox,True,2025-05-02T17:54:27.073,PBOX PRG Kakosova (hřiště),Free,50.038641888,14.322974388
4505380,ParcelBox,True,2025-05-04T07:14:26.613,PBOX OLO Sladkovského (JIKO),Free,49.5882775,17.284620305
4505843,ParcelBox,True,2025-05-03T18:34:24.92,PBOX PRG Špirkova (Panelák),Free,50.012961888,14.433851694
4505846,ParcelBox,True,2025-05-03T14:34:33.727,PBOX PRG V Hůrkách (Výměník),Free,50.048265305,14.340972805
4505848,ParcelBox,True,2025-05-03T16:14:28.947,PBOX PRG Novovysočanská (U budovy),Free,50.097216694,14.480158111
4505988,ParcelBox,True,2025-05-04T16:54:33.85,PBOX PRG Chilská (Opatov),Free,50.028084194,14.508166388
4505989,ParcelBox,True,2025-05-04T16:54:33.88,PBOX ZND Brodská (restaura),Free,49.699376388,15.814906388
4506118,ParcelBox,True,2025-04-26T04:37:21.55,PBOX DNO Dukelská (Městys),Free,50.106233111,16.2606875
4506124,ParcelBox,True,2025-05-04T15:54:26.557,PBOX OKE Ml. Stavbařů (Potravin),Free,49.223575611,17.511954194
4506126,ParcelBox,True,2025-05-02T21:54:33.22,PBOX MPK Sportovní (Obec),Free,48.989658611,17.330241888
4506128,ParcelBox,True,2025-05-04T16:14:29.913,PBOX KMK Krauzovna (Řeznictv),Free,50.308751388,14.515768888
4506138,ParcelBox,True,2025-05-03T20:54:31.667,PBOX SRO Třída 5.květn (Billa),Free,49.753622194,12.990609694
4506139,ParcelBox,True,2025-05-04T10:14:22.04,PBOX VVU Vel.n.Veličko (Kulturní),Free,48.879771888,17.514594
4506368,ParcelBox,True,2025-05-04T13:34:19.327,PBOX ZOE náměstímíru (Průchod),Free,49.037734194,16.617605305
4506370,ParcelBox,True,2025-05-03T08:54:22.227,PBOX KOL Pražská (interiér),Free,50.029580805,15.190372805
4506719,ParcelBox,True,2025-05-02T11:35:57.823,PBOX HKR Hradecká (Podnik C),Free,50.203816694,15.834262194
4506720,ParcelBox,True,2025-05-03T11:14:13.647,PBOX KRZ Náměstí (COOP),Free,48.905023111,14.304515
4506721,ParcelBox,True,2025-05-02T19:14:41.433,PBOX VDY Budějovická,Free,49.142893111,14.182324388
4506899,ParcelBox,True,2025-05-04T17:14:23.777,PBOX PRG Tusarova (Družstvo),Free,50.101285,14.447673611
4506906,ParcelBox,True,2025-05-02T18:14:46.757,PBOX OST Hornopolní (HRUŠK726),Free,49.841579694,18.267052805
4506907,ParcelBox,True,2025-05-03T16:14:29.663,PBOX OST Ahepjukova (HRUŠK624),Free,49.8367275,18.263159388
4506908,ParcelBox,True,2025-05-03T15:54:24.603,PBOX VKV Opavská (Hruška),Free,49.780176888,17.755053111
4506909,ParcelBox,True,2025-05-04T15:54:27.21,PBOX SNO Zámecká (HRUŠK381),Free,49.726229194,18.193082805
4506912,ParcelBox,True,2025-05-04T13:14:25.05,PBOX JBA Jablůnka (REPO-REC),Free,49.384459694,17.950759194
4506914,ParcelBox,True,2025-05-04T15:14:22.743,PBOX VSN Okružní (TomPower),Free,49.332480805,17.9895325
4506916,ParcelBox,True,2025-05-04T13:54:19.76,PBOX SNK Uničovská (Hruška),Free,49.726944388,17.286254388
4506919,ParcelBox,True,2025-05-04T13:54:19.833,PBOX BUL Dolní (Rybník),Free,49.982728305,17.460516694
4506929,ParcelBox,True,2025-05-02T16:34:42.93,PBOX CTA Čistá (Obec),Free,49.825495805,16.330383611
4507029,ParcelBox,True,2025-05-04T10:14:22.803,PBOX KVK Křiváček (Bistro),Free,49.8675825,14.642337805
4507030,ParcelBox,True,2025-05-04T16:54:34.967,PBOX PRG K Závěrce (Kmochová),Free,50.056583888,14.402411888
4507034,ParcelBox,True,2025-05-04T16:34:30.31,PBOX CEV tř.Čsl.Legií (Maxík),Free,48.770441694,14.971816694
4507048,ParcelBox,True,2025-04-26T04:37:24.237,PBOX POT Lubenec (Žabka),Free,50.131835305,13.313675305
4507180,ParcelBox,True,2025-05-04T16:14:30.993,PBOX OST Spojovací (Géčko),Free,49.848585,18.145306111
4507381,ParcelBox,True,2025-05-04T16:14:31.077,PBOX HME Přímá (CPD-REA),Free,50.132529694,14.337076694
4532029,ParcelBox,True,2025-05-03T18:14:28.483,PBOX OST Lechova (HRUŠK715),Free,49.834248611,18.337628305
4532030,ParcelBox,True,2025-04-30T20:54:49.427,PBOX OKE Hlavní (Papučárn),Free,49.202951388,17.539801388
4532032,ParcelBox,True,2025-05-04T12:54:27.327,PBOX JLI Jalubí (COOP),Free,49.117974194,17.426671888
4532033,ParcelBox,True,2025-05-04T15:14:23.347,PBOX DCE Toužínská (Myčka),Free,49.081069194,15.420020805
4532049,ParcelBox,True,2025-05-04T15:14:23.443,PBOX VYS Sportovní (ODSTYLE),Free,49.280774694,16.999144694
4532050,ParcelBox,True,2025-05-03T06:14:27.18,PBOX MSE Nádražní (Obec),Free,50.531333611,16.048448111
4532056,ParcelBox,True,2025-05-02T16:14:41.023,PBOX BNC Pod Stadionem (uhlí),Free,49.367119694,14.391081111
4532075,ParcelBox,True,2025-05-04T16:34:31.27,PBOX SCC Strupčice (Knihovna),Free,50.470940805,13.529070805
4532325,ParcelBox,True,2025-05-04T09:34:23.337,PBOX BRC NaValtické (L.A.),Free,48.757026388,16.857615805000002
4533248,ParcelBox,True,2025-05-04T15:14:25.763,PBOX PCE Hradecká (MIROS),Free,50.062301388,15.775101111
4533703,ParcelBox,True,2025-05-04T14:14:23.697,PBOX FDM Nové Dvory (TTC park),Free,49.679068888,18.369910305
4533704,ParcelBox,True,2025-05-04T15:54:30.233,PBOX BUL Nádražní (Hruška),Free,49.992176111,17.469850611
4533707,ParcelBox,True,2025-05-03T10:54:26.573,PBOX JCN Prachovská (Konzum),Free,50.4424325,15.344072805
4533991,ParcelBox,True,2025-05-02T20:14:37.22,PBOX VPI Náměstí (Městys),Free,50.461069388,16.189600805
4533992,ParcelBox,True,2025-05-02T17:34:37.313,PBOX LNB Zahradní (W-FIT),Free,49.523770305,17.587958305
4533999,ParcelBox,True,2025-05-04T16:54:37.453,PBOX PLE Řetechovská (Městys),Free,49.130182805,17.768682805
4534000,ParcelBox,True,2025-05-03T14:54:37.773,PBOX HAA Hošťálková (Obec),Free,49.355062805,17.871325611
4534004,ParcelBox,True,2025-05-04T13:14:27.743,PBOX PRG Středohorská (SJM),Free,50.038226888,14.586254694
4535741,ParcelBox,True,2025-05-04T15:54:30.967,PBOX VSA Osvobození (Knihovna),Free,49.8268525,18.127740805
4535743,ParcelBox,True,2025-04-30T13:34:59.307,PBOX FDM Pionýrů (Carbon),Free,49.680790305,18.339155805
4535751,ParcelBox,True,2025-05-03T17:34:25.113,PBOX LNP Palackého (Konzum),Free,50.528033611,15.376976888
4535760,ParcelBox,True,2025-05-03T12:34:26.47,PBOX ZUE Purkyňova (COOP),Free,50.090385611,13.163290611
4535769,ParcelBox,True,2025-05-04T16:34:33.543,PBOX PRG Hrozenkovská (Potravin),Free,50.059948611,14.293532
4535780,ParcelBox,True,2025-05-04T07:54:25.217,PBOX DKE nám. Míru (AZ marke),Free,49.072941888,16.464705
4535781,ParcelBox,True,2025-05-02T18:54:55.23,PBOX CBE Dobrovodská (zastávka),Free,48.971783888,14.494481111
4535782,ParcelBox,True,2025-05-04T10:34:32.38,PBOX CBE České Vrbné (Siko),Free,49.003547805,14.448980305
4535863,ParcelBox,True,2025-05-04T14:54:24.663,PBOX PRG Na Harfě (Neptun),Free,50.103065611,14.501924194
4535870,ParcelBox,True,2025-04-26T04:37:31.76,PBOX SOV Alšova (OC),Free,50.174432194,12.672380305
4535873,ParcelBox,True,2025-05-01T20:55:08.937,PBOX CHB Dragounská (OBI),Free,50.073034388,12.36842
4535877,ParcelBox,True,2025-05-04T16:54:37.947,PBOX PRG Brožíkova (Brožíkov),Free,50.071265611,14.388434388
4536560,ParcelBox,True,2025-05-04T16:54:38.133,PBOX PBR Štramberská (TJPříbor),Free,49.635175805,18.140115305
4536564,ParcelBox,True,2025-05-04T15:54:31.517,PBOX DHV Horská cesta (Bar),Free,50.607370805,13.741713611
4536565,ParcelBox,True,2025-05-03T11:34:31.903,PBOX TEP Nákladní (Albert),Free,50.645483611,13.822627194
4536568,ParcelBox,True,2025-05-04T15:54:31.62,PBOX HLE Hradecká (Retail),Free,50.072486388,15.982385
4536716,ParcelBox,True,2025-05-03T14:54:38.627,PBOX OST Výškovická (OBI),Free,49.798946888,18.230196694
4536723,ParcelBox,True,2025-05-03T15:34:37.78,PBOX OST U Hrůbků (Masáže),Free,49.807726888,18.231566388
4536725,ParcelBox,True,2025-05-03T19:54:24.34,PBOX BHD Lidická (Guman),Free,50.154240305,14.195913305
4536732,ParcelBox,True,2025-05-03T11:54:31.03,PBOX OST Čapkova (Restaura),Free,49.817213611,18.340618111
4536739,ParcelBox,True,2025-05-04T09:34:26.45,PBOX PUK Dol. Marklovice (Marten),Free,49.880400611,18.547523111
4537041,ParcelBox,True,2025-05-04T14:34:32,PBOX LME Českolipská (AGServic),Free,50.537106111,14.152040611
4537586,ParcelBox,True,2025-05-04T15:14:27.097,PBOX SNV Stonařov (Lapek),Free,49.281484194,15.585695805
4538019,ParcelBox,True,2025-05-03T13:54:29.917,PBOX CBE Pražská (Ellex),Free,48.997918111,14.480418305
4538020,ParcelBox,True,2025-05-04T15:34:30.653,PBOX HKR Kutnohorská (Retail),Free,50.199003111,15.781520805
4538021,ParcelBox,True,2025-05-04T14:34:32.207,PBOX MST Velebudická (Retail),Free,50.485949694,13.655509194
4538022,ParcelBox,True,2025-05-03T20:14:28.673,PBOX VNL J. V. Sládka (Lékárna),Free,49.195239388,14.7147975
4538024,ParcelBox,True,2025-05-04T14:14:25.217,PBOX PRG Milevská (Autopark),Free,50.048586111,14.430924194
4538028,ParcelBox,True,2025-05-04T16:14:34.697,PBOX DJE V Hůrce (OC),Free,49.974368111,14.586626387999999
4538031,ParcelBox,True,2025-05-04T16:54:38.96,PBOX KTH Sportovců (Maxihit),Free,49.955831888,15.273045805
4538033,ParcelBox,True,2025-05-03T13:14:25.473,PBOX KOL V Opletkách (Maxi Hit),Free,50.022916111,15.208207805
4538047,ParcelBox,True,2025-05-04T13:34:24.057,PBOX VTN Sokolská (středisk),Free,49.5515525,17.333968305
4538054,ParcelBox,True,2025-05-04T10:54:30.877,PBOX OST nám.V.Vacka (OC Silvi),Free,49.844303111,18.169670805
4538055,ParcelBox,True,2025-05-03T18:54:26.317,PBOX SUK nám.Republiky (Hruška),Free,49.967985305,16.968800805
4538056,ParcelBox,True,2025-05-04T07:34:31.1,PBOX SUK Uničovská (Hruška),Free,49.959093111,16.986668888
4538547,ParcelBox,True,2025-05-04T10:14:26.713,PBOX NJN Máchova (ZUUM),Free,49.593125,18.014958888
4538548,ParcelBox,True,2025-05-04T10:54:30.997,PBOX VTV Strmá (Agelon),Free,49.768672194,18.312463888
4538557,ParcelBox,True,2025-05-03T11:34:32.857,PBOX ZLA nám.Míru (Lékárna),Free,49.142517805,15.67247
4538579,ParcelBox,True,2025-05-04T11:34:27.98,PBOX UNL Tyršova (OBI),Free,50.651536694,14.003273888
4539182,ParcelBox,True,2025-05-04T12:14:28.863,PBOX BIA Aléská (Autodíly),Free,50.5420025,13.776649388
4539186,ParcelBox,True,2025-05-04T15:54:32.847,PBOX JUP Rudných dolů (u Pošty),Free,49.896913888,14.491851694
4539188,ParcelBox,True,2025-05-03T20:54:37.493,PBOX KUE Červená Cesta (COOP),Free,49.036996111,17.464030805
4539189,ParcelBox,True,2025-05-04T16:54:39.41,PBOX BCE nám. Svobody (COOP),Free,49.086585,17.338551388
4539190,ParcelBox,True,2025-05-03T16:34:34.307,PBOX TMV Nádražní (ČernýKůň),Free,49.253798305,17.497687805
4539194,ParcelBox,True,2025-04-30T13:55:00.747,PBOX JNH 28.října (ÚAMK),Free,49.136817805,15.010425805
4539366,ParcelBox,True,2025-05-04T11:54:30.493,PBOX TBN Svobody (Centrum),Free,49.003890805,14.760863611
4539367,ParcelBox,True,2025-05-04T15:54:33.013,PBOX LIS Nová (Trefa),Free,49.01626,14.610362194
4539371,ParcelBox,True,2025-05-03T09:14:28.83,PBOX BYC Bystřec (obec),Free,50.010143888,16.62354
4539372,ParcelBox,True,2025-05-02T13:14:56.027,PBOX HRR Nový svět (HARRA),Free,50.781009694,15.420298888
4539375,ParcelBox,True,2025-05-04T12:54:32.65,PBOX LIB Nitranská (IQLANDIA),Free,50.761148111,15.051957805
4539380,ParcelBox,True,2025-05-04T15:14:28.047,PBOX HOE Na Bahnech (Norma),Free,49.014608111,14.495045805
4539392,ParcelBox,True,2025-05-02T17:54:35.98,PBOX LTV Hamerská (Potravin),Free,50.590703888,13.565677194
4539417,ParcelBox,True,2025-05-03T11:34:33.357,PBOX JBN Želivského (OBI),Free,50.734281388,15.159516388
4539955,ParcelBox,True,2025-05-04T13:54:24.947,PBOX PER Hlavní (Pošta),Free,50.3813675,13.109698611
4540498,ParcelBox,True,2025-05-04T17:14:29.103,PBOX ZUO Oslavanská (Benzina),Free,49.153313111,16.34977
4540499,ParcelBox,True,2025-05-02T18:54:57.68,PBOX IVC Rybářská (Sokol),Free,49.100171694,16.382491694
4540500,ParcelBox,True,2025-05-04T13:14:30.017,PBOX BOC Opavská (retail),Free,49.757978611,18.000223888
4540501,ParcelBox,True,2025-05-02T21:34:52.583,PBOX HKR Říčařova (STAPAZ),Free,50.242001111,15.797080305
4540502,ParcelBox,True,2025-05-04T10:34:34.6,PBOX ZLN U Zim.stad. (Hala),Free,49.218912805,17.659587805
4540507,ParcelBox,True,2025-05-04T16:54:40.263,PBOX ZNE Dvořákova (COOP),Free,50.2870575,14.092171388
4540510,ParcelBox,True,2025-05-03T15:34:39.307,PBOX HKR Sportovní (TJ sokol),Free,50.205941111,15.859959388
4540514,ParcelBox,True,2025-05-03T19:14:34.937,PBOX OPO Jana Pitry (Město),Free,50.272363111,16.113187194
4540516,ParcelBox,True,2025-05-03T16:34:35.343,PBOX JCN Karla Vika (Konzum),Free,50.427386694,15.350475305
4540696,ParcelBox,True,2025-05-04T12:54:33.243,PBOX TEP Maršovská (Potravin),Free,50.657401388,13.845452194
4540698,ParcelBox,True,2025-05-03T12:34:29.61,PBOX PRV Tovární (U Albert),Free,49.445140805,17.4520525
4540700,ParcelBox,True,2025-05-04T15:14:28.637,PBOX LVU Chýnovská (Potravin),Free,50.195109694,14.353849694
4540715,ParcelBox,True,2025-05-04T16:14:36.117,PBOX ACE Středová (ADRIATOM),Free,49.78343,18.52277
4540719,ParcelBox,True,2025-05-02T16:34:49.83,PBOX KVE Štefánikova (ČSAD),Free,49.603826111000004,18.148049694
4540720,ParcelBox,True,2025-05-02T18:54:58.317,PBOX JSK Sadová (ČSAD),Free,50.226394388,17.206927805
4540730,ParcelBox,True,2025-05-02T15:54:44.413,PBOX BTV Družstevní (Rejoice),Free,49.311603305,15.393031111
4540733,ParcelBox,True,2025-05-04T15:14:28.82,PBOX SUK Temenická (Hruška),Free,49.974584194,16.957406694
4540734,ParcelBox,True,2025-05-03T10:34:39.967,PBOX BPH Tyršova (Adam ex.),Free,49.3968575,17.669986694
4540737,ParcelBox,True,2025-05-04T16:14:36.28,PBOX BTV náměstí Míru (Městys),Free,49.315578305,15.393335305
4540742,ParcelBox,True,2025-05-04T15:54:34.047,PBOX BKY Bukovany (Joil ČS),Free,49.824175,14.627895611
4541156,ParcelBox,True,2025-05-04T13:54:25.787,PBOX DEC ZA BAŽANTNICÍ (SUPERMAR),Free,50.761233888,14.183113888
4541534,ParcelBox,True,2025-05-02T21:14:46.123,PBOX KNV Chelčického (TOMMY),Free,50.240219694,14.305075805
4541535,ParcelBox,True,2025-05-04T16:34:36.51,PBOX JBN Zemědělská (KOVOM),Free,50.747563611,15.135591111
4541536,ParcelBox,True,2025-05-02T15:35:09.937,PBOX SNS Komenského (Jochovo),Free,49.675023888,15.404487194
4541538,ParcelBox,True,2025-05-03T16:54:29.723,PBOX KRD Pod Hájem (uDPS),Free,49.948198305,14.036903305
4541544,ParcelBox,True,2025-05-04T16:34:36.593,PBOX TME NáměstíMíru (COOP),Free,49.869198611,15.5811375
4541681,ParcelBox,True,2025-05-03T08:54:28.38,PBOX PNA Nádražní (Roxy),Free,49.861321694,12.731765305
4541682,ParcelBox,True,2025-05-04T15:34:33.083,PBOX VJC Křimická (Ypilon),Free,49.732770611,13.279271694
4541685,ParcelBox,True,2025-05-03T13:34:33.03,PBOX KTY za obloukem (Potravin),Free,50.668535305,13.747639694
4541689,ParcelBox,True,2025-05-02T13:14:57.983,PBOX CBE Okružní (VŠTE),Free,48.995875805,14.494917805
4541691,ParcelBox,True,2025-05-04T16:34:36.827,PBOX CBE Suchomelská (Terno),Free,48.994237805,14.470395805
4541693,ParcelBox,True,2025-05-04T11:54:32.373,PBOX TBC Hrotovická (RK-TOP),Free,49.208096111,15.894903888
4541694,ParcelBox,True,2025-05-04T09:34:28.943,PBOX PLY Jiráskovo nám. (Potravin),Free,50.361999694,13.697980305
4541695,ParcelBox,True,2025-05-03T21:34:34.857,PBOX BPI Sídliště (Potravin),Free,50.741788888,14.304098111
4541707,ParcelBox,True,2025-05-04T14:14:27.647,PBOX CHR Na Ostrově (Sampadar),Free,49.942780305,15.795053611
4541716,ParcelBox,True,2025-05-04T14:54:28.073,PBOX SAR Šardice (Hruška),Free,48.961929694,17.034060611
4541914,ParcelBox,True,2025-05-04T15:34:33.563,PBOX LIB Švermova,Free,50.76353,15.038079694
4542664,ParcelBox,True,2025-05-04T13:14:34.94,PBOX LIB Tržní nám. (náměstí),Free,50.774126694,15.060658888
4542665,ParcelBox,True,2025-05-04T10:54:36.693,PBOX HBD Na Ostrově (KD),Free,49.604726111,15.582868611
4542666,ParcelBox,True,2025-05-04T16:54:44.96,PBOX LET Masarykovo nám. (Maxim),Free,49.546261388,16.576484694
4542667,ParcelBox,True,2025-05-04T16:14:40.317,PBOX MHE Pionýrů (Bytovky),Free,49.780427194,16.922293111000002
4542814,ParcelBox,True,2025-05-03T14:14:46.877,PBOX PTD Ostravská (Šeda),Free,49.829813111,18.387365305
4542815,ParcelBox,True,2025-05-03T15:54:35.197,PBOX OST Vítkovická (ČSAD),Free,49.830923305,18.280469194
4542816,ParcelBox,True,2025-05-03T22:34:44.093,PBOX HNE Nádražní 450 (ČSAD),Free,49.563743111,17.7402225
4542823,ParcelBox,True,2025-05-04T14:54:31.81,PBOX DLY Dolany (Obec),Free,49.650130805,17.325084694
4542824,ParcelBox,True,2025-05-04T15:14:33.137,PBOX NME Nádražní (Nádraží),Free,49.568298305,16.080861388
4542825,ParcelBox,True,2025-05-04T15:34:36.99,PBOX PSV Boh. Šmerala (PFAFF),Free,49.467683305,17.098684194
4542838,ParcelBox,True,2025-05-04T16:14:40.607,PBOX TBR Soběslavská (Baumax),Free,49.389276888,14.691990805
4542839,ParcelBox,True,2025-05-04T17:14:34.333,PBOX PRG Modřanská (Baumax),Free,50.024225305,14.4048825
4542840,ParcelBox,True,2025-05-04T12:34:45.96,PBOX OST Novoveská (Baumax),Free,49.8373375,18.257316888
4542841,ParcelBox,True,2025-05-04T09:34:32.777,PBOX FDM 17.listopadu (Baumax),Free,49.674693888,18.324378611
4542843,ParcelBox,True,2025-05-04T10:54:37.14,PBOX PNA Plzeňská (TESCO),Free,49.863394194,12.735999694
4542844,ParcelBox,True,2025-05-02T19:54:38.133,PBOX HVV Železničářů (TESCO),Free,49.791066694,18.420067194
4542984,ParcelBox,True,2025-05-02T17:34:45.523,PBOX BOS Na Skalce (Boskovic),Free,49.484130305,16.676831388
4542986,ParcelBox,True,2025-05-03T17:34:32.643,PBOX KPE Míru (COOP),Free,48.744696694,14.490752805
4542987,ParcelBox,True,2025-05-03T11:14:25.043,PBOX VKV Komenského (OD TEMPO),Free,49.777205805,17.754280305
4542988,ParcelBox,True,2025-05-03T21:14:42.817,PBOX DIB Opavská (OD TEMPO),Free,49.920696888,18.113156694
4542989,ParcelBox,True,2025-05-04T14:54:32.24,PBOX OPV Krnovská (OD TEMPO),Free,49.953936111,17.868198888
4542990,ParcelBox,True,2025-05-03T18:14:39.34,PBOX KOA U Sokolovny (DůmSluže),Free,49.351805805,18.240575305
4543002,ParcelBox,True,2025-05-04T16:14:40.953,PBOX ONY Starohorská (Autobus),Free,49.120564388,16.3363025
4543005,ParcelBox,True,2025-04-26T04:37:46.463,PBOX CTR Průmyslová (KH Tech),Free,49.708183111,15.697633888
4543006,ParcelBox,True,2025-05-02T18:34:47.067,PBOX PSK PRAŽSKÁ (PETROL),Free,49.317388305,14.132364694
4543008,ParcelBox,True,2025-05-04T15:54:38.713,PBOX LIB Ježkova (CTS),Free,50.751151888,15.062298611
4543973,ParcelBox,True,2025-05-03T12:34:35.597,PBOX BNL Zápská (Luki Aut),Free,50.180504388,14.667393888
4543976,ParcelBox,True,2025-05-04T16:14:41.63,PBOX PRG Rýmařovská (Letňanka),Free,50.135764194,14.510113888
4544161,ParcelBox,True,2025-05-04T13:34:31.43,PBOX RNK Štemberkova (Tesco),Free,50.155562194,16.276473888
4544162,ParcelBox,True,2025-05-03T16:54:35.033,PBOX CTB Dr. E. Beneše (Tesco),Free,49.9124575,16.437791388
4544163,ParcelBox,True,2025-05-03T12:34:35.723,PBOX DEC Ústecká (Tesco),Free,50.770773888,14.206189388
4544165,ParcelBox,True,2025-05-04T14:34:40.297,PBOX ZTC Stavbařů (Action),Free,50.315197194,13.543537194
4544170,ParcelBox,True,2025-05-04T17:14:35.397,PBOX RDA Havl. náměstí (Veterina),Free,50.034151111,14.23077
4544464,ParcelBox,True,2025-05-04T11:34:34.803,PBOX CHV Bílkova (zastávka),Free,49.403130305,14.806051111
4544465,ParcelBox,True,2025-05-04T15:14:34.443,PBOX DEC Teplická (Tesco),Free,50.781321888,14.148239194
4544467,ParcelBox,True,2025-05-02T21:54:46.127,PBOX DUC Osecká (Tesco),Free,50.606900611,13.744996888
4544468,ParcelBox,True,2025-05-04T14:14:32.997,PBOX UNL Seifertova (Tesco),Free,50.675626111,14.109002194
4544471,ParcelBox,True,2025-05-02T16:34:56.973,PBOX LIB Doubská (Baumax),Free,50.746750611,15.054939694
4544472,ParcelBox,True,2025-05-02T11:16:19.093,PBOX UNL Havířská (Baumax),Free,50.687877194,13.985291388
4544473,ParcelBox,True,2025-05-02T16:54:52.463,PBOX PRG Veselská (Baumax),Free,50.139465611,14.498998888
4544478,ParcelBox,True,2025-05-04T09:14:33.453,PBOX CTB Litomyšlská (JKZOO),Free,49.902708305,16.4414125
4544655,ParcelBox,True,2025-05-04T16:14:42.503,PBOX NMM Malecí (Potravin),Free,50.356719694,16.147114194
4544675,ParcelBox,True,2025-05-04T09:34:34.737,PBOX PRV Svisle (Pivnice),Free,49.450348611,17.459264694
